id,title,author/0,author/1,author/2,institution/0,citedby/0,year,author/3,institution/1,cites/0,cites/1,cites/2,cites/3,cites/4,cites/5,citedby/1,author/4,citedby/2,citedby/3,citedby/4,citedby/5,citedby/6,citedby/7,citedby/8,citedby/9,citedby/10,citedby/11,citedby/12,citedby/13,citedby/14,citedby/15,citedby/16,institution/2,citedby/17,citedby/18,citedby/19,citedby/20,citedby/21,citedby/22,citedby/23,citedby/24,citedby/25,citedby/26,citedby/27,citedby/28,citedby/29,citedby/30,citedby/31,citedby/32,citedby/33,citedby/34,citedby/35,citedby/36,citedby/37,citedby/38,citedby/39,citedby/40,citedby/41,citedby/42,citedby/43,citedby/44,citedby/45,citedby/46,citedby/47,citedby/48,citedby/49,citedby/50,citedby/51,citedby/52,citedby/53,citedby/54,citedby/55,citedby/56,citedby/57,citedby/58,citedby/59,citedby/60,citedby/61,author/5,author/6,institution/3,cites/6,cites/7,cites/8,citedby/62,citedby/63,citedby/64,citedby/65,citedby/66,citedby/67,citedby/68,citedby/69,citedby/70,citedby/71,citedby/72,citedby/73,citedby/74,citedby/75,citedby/76,citedby/77,citedby/78,citedby/79,citedby/80,citedby/81,citedby/82,citedby/83,citedby/84,citedby/85,citedby/86,citedby/87,citedby/88,institution/4,institution/5,institution/6,author/7,cites/9,author/8,author/9,author/10,author/11,author/12,author/13,cites/10,cites/11,institution/7,institution/8,cites/12,cites/13,cites/14,cites/15,cites/16,cites/17,cites/18,cites/19,cites/20,cites/21,cites/22,cites/23
10.1007/978-3-319-27261-0_20,Combinatorial Properties of Triangle-Free Rectangle Arrangements and the Squarability Problem,Torsten Ueckerdt,Martin Nöllenburg,Jonathan Klawitter,Karlsruhe Institute of Technology,10.1007/978-3-319-27261-0_20,2015,,Technische Universität Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_19,Intersection-Link Representations of Graphs,Ignaz Rutter,Fabrizio Frati,Giuseppe Di Battista,Karlsruhe Institute of Technology,10.1007/978-3-319-27261-0_46,2015,Maurizio Patrignani,Universität Tübingen,10.1007/978-3-662-45803-7_21,,,,,,10.1007/978-3-319-27261-0_19,Giordano Da Lozzo,,,,,,,,,,,,,,,,Università di Roma Tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrizio Angelini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_18,On the Zarankiewicz Problem for Intersection Hypergraphs,János Pach,Nabil H. Mustafa,,Alfréd Rényi Institute of Mathematics,,2015,,Université Paris-Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_15,Rook-Drawing for Plane Graphs,David Auber,Paul Dorbec,Nicolas Bonichon,"LaBRI, Université Bordeaux I",,2015,Claire Pennarun,,10.1007/978-3-642-36763-2_44,10.1007/3-540-62495-3_41,10.1007/978-3-642-25878-7_9,10.1007/978-3-642-36763-2_42,10.1007/978-3-642-25878-7_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_14,Simultaneous Embeddings with Few Bends and Crossings,Fabrizio Frati,Michael Hoffmann,Vincent Kusters,ETH Zürich,10.1007/978-3-319-27261-0_14,2015,,Università di Roma Tre,10.1007/978-3-540-70904-6_12,10.1007/978-3-662-45803-7_4,10.1007/978-3-662-45803-7_3,10.1007/978-3-540-24595-7_41,10.1007/978-3-540-31843-9_21,10.1007/978-3-540-77537-9_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-77537-9_28,10.1007/978-3-642-36763-2_4,10.1007/978-3-642-18469-7_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_17,Maximizing the Degree of (Geometric) Thickness-t Regular Graphs,Christian A. Duncan,,,Quinnipiac University,,2015,,,10.1007/3-540-37623-2_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_16,On Minimizing Crossings in Storyline Visualizations,Irina Kostitsyna,Darren Strash,André Schulz,Karlsruhe Institute of Technology,,2015,Valentin Polishchuk,"ITN, Linköping University",,,,,,,,Martin Nöllenburg,,,,,,,,,,,,,,,,Technische Universität Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FernUniversität in Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TU Eindhoven,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_11,The Book Embedding Problem from a SAT-Solving Perspective,Christian Zielke,Michael Kaufmann,Michael A. Bekos,Universität Tübingen,,2015,,,10.1007/978-3-642-36763-2_22,10.1007/978-3-319-03841-4_40,10.1007/11618058_13,10.1007/978-3-642-18469-7_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_10,Drawing Planar Cubic 3-Connected Graphs with Few Segments: Algorithms and Experiments,Wouter Meulemans,André Schulz,Alexander Igamberdiev,City University London,,2015,,FernUniversität in Hagen,10.1007/978-3-319-03841-4_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_13,Small-Area Orthogonal Drawings of 3-Connected Graphs,Jens M. Schmidt,Therese Biedl,,TU Ilmenau,,2015,,University of Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_12,Size- and Port-Aware Horizontal Node Coordinate Assignment,Reinhard von Hanxleden,Christoph Daniel Schulze,Ulf Rüegg,Christian-Albrechts-Universität zu Kiel,,2015,John Julian Carstens,,10.1007/3-540-45848-4_3,10.1007/BFb0021828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_48,SVEN: An Alternative Storyline Framework for Dynamic Graph Visualization,Dustin L. Arendt,,,Pacific Northwest National Laboratory,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_47,PED User Study,Till Bruckdorfer,Michael Kaufmann,Simon Leibßle,Universität Tübingen,,2015,,,10.1007/978-3-642-25878-7_22,10.1007/978-3-642-36763-2_7,10.1007/978-3-642-25878-7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_49,Knuthian Drawings of Series-Parallel Flowcharts,Timothy Johnson,Manuel Torres,Michael T. Goodrich,University of California,10.1007/978-3-319-27261-0_49,2015,,,10.1007/3-540-46648-7_31,10.1007/3-540-62495-3_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_44,"Graduate Workshop Recent Trends in Graph Drawing: Curves, Graphs, and Intersections",Bernardo M. Ábrego,Csaba D. Tóth,Silvia Fernández Merchant,California State University Northridge,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_43,Graph Drawing Contest Report,Ignaz Rutter,Lev Nachmanson,Maarten Löffler,Karlsruhe Institute of Technology,,2015,Philipp Kindermann,Fern Universität in Hagen,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_46,On the Relationship Between Map Graphs and Clique Planar Graphs,Ignaz Rutter,Fabrizio Frati,Giuseppe Di Battista,Karlsruhe Institute of Technology,,2015,Maurizio Patrignani,Universität Tübingen,10.1007/978-3-319-27261-0_19,,,,,,,Giordano Da Lozzo,,,,,,,,,,,,,,,,Università di Roma Tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrizio Angelini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_45,L-Visibility Drawings of IC-Planar Graphs,Giuseppe Liotta,Fabrizio Montecchiani,,Università degli Studi di Perugia,10.1007/978-3-319-27261-0_45,2015,,,10.1007/978-3-319-27261-0_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_40,A Tale of Two Communities: Assessing Homophily in Node-Link Diagrams,Wouter Meulemans,André Schulz,,City University London,,2015,,FernUniversität in Hagen,10.1007/3-540-62495-3_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-58950-3_400,Poster gallery report,Sue Whitesides,,,McGill University,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_42,On the Readability of Boundary Labeling,Lukas Barth,Andreas Gemsa,Martin Nöllenburg,Karlsruhe Institute of Technology,10.1007/978-3-319-27261-0_42,2015,Benjamin Niedermann,Technische Universität Wien,10.1007/978-3-540-31843-9_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_41,Shape-Based Quality Metrics for Large Graph Visualization,Karsten Klein,Peter Eades,Seok Hee Hong,Monash University,,2015,An Nguyen,University of Sydney,10.1007/978-3-642-36763-2_55,10.1007/978-3-319-03841-4_24,10.1007/BFb0021827,10.1007/978-3-662-45803-7_20,10.1007/978-3-642-25878-7_9,10.1007/3-540-63938-1_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-31843-9_29,10.1007/978-3-662-45803-7_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_37,Realization of Simply Connected Polygonal Linkages and Recognition of Unit Disk Contact Trees,Anika Rounds,Clinton Bowen,Stephane Durocher,University of Manitoba,10.1007/978-3-319-27261-0_36,2015,André Schulz,Tufts University,10.1007/3-540-63938-1_80,10.1007/3-540-63938-1_69,10.1007/978-3-319-27261-0_36,10.1007/978-3-540-24595-7_26,,,,Maarten Löffler,,,,,,,,,,,,,,,,University of Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Csaba D. Tóth,,California State University Northridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_36,Recognizing Weighted Disk Contact Graphs,Martin Nöllenburg,Boris Klemz,Roman Prutkin,Karlsruhe Institute of Technology,10.1007/978-3-319-27261-0_37,2015,,Technische Universität Wien,10.1007/978-3-319-27261-0_37,10.1007/978-3-662-45803-7_11,,,,,10.1007/978-3-319-27261-0_36,,,,,,,,,,,,,,,,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_39,Pixel and Voxel Representations of Graphs,Ignaz Rutter,Torsten Ueckerdt,Thomas Bläsius,Karlsruhe Institute of Technology,10.1007/978-3-319-27261-0_39,2015,Md. Jawaherul Alam,Universität Würzburg,10.1007/11618058_33,10.1007/11618058_9,10.1007/978-3-642-36763-2_17,10.1007/3-540-63938-1_49,10.1007/978-3-540-24595-7_55,10.1007/3-540-62495-3_38,,Alexander Wolff,,,,,,,,,,,,,,,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_38,Towards Characterizing Graphs with a Sliceable Rectangular Dual,Bettina Speckmann,Vincent Kusters,,ETH Zürich,,2015,,TU Eindhoven,10.1007/3-540-45848-4_29,10.1007/11618058_6,10.1007/978-3-642-18469-7_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_33,On Embeddability of Buses in Point Sets,Till Bruckdorfer,Michael Kaufmann,Stephen G. Kobourov,Universität Tübingen,10.1007/978-3-319-27261-0_33,2015,Sergey Pupyrev,Ural Federal University,10.1007/978-3-662-45803-7_38,10.1007/978-3-319-03841-4_25,10.1007/978-3-540-24595-7_1,10.1007/978-3-319-03841-4_22,10.1007/978-3-642-11805-0_33,10.1007/978-3-642-11805-0_21,,,,,,,,,,,,,,,,,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-70904-6_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_32,Alternating Paths and Cycles of Minimum Length,Stephen Wismath,William S. Evans,Henk Meijer,U. C. Roosevelt,,2015,Giuseppe Liotta,University of British Columbia,10.1007/3-540-62495-3_33,10.1007/978-3-540-70904-6_31,10.1007/978-3-642-36763-2_26,10.1007/978-3-319-03841-4_33,10.1007/978-3-540-77537-9_31,10.1007/3-540-37623-2_20,,,,,,,,,,,,,,,,,,Università degli Studi di Perugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_35,Linear-Size Universal Point Sets for One-Bend Drawings,Maarten Löffler,Csaba D. Tóth,,California State University Northridge,,2015,,Utrecht University,10.1007/978-3-319-03841-4_19,10.1007/11618058_9,10.1007/978-3-540-77537-9_33,10.1007/978-3-642-25878-7_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_34,A Universal Point Set for 2-Outerplanar Graphs,Till Bruckdorfer,Michael Kaufmann,Tamara Mchedlidze,Karlsruhe Institute of Technology,10.1007/978-3-319-27261-0_34,2015,Patrizio Angelini,Universität Tübingen,10.1007/978-3-319-03841-4_19,10.1007/978-3-642-25878-7_8,10.1007/3-540-63938-1_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_31,Vertical Visibility Among Parallel Polygons in Three Dimensions,Radoslav Fulek,Rados Radoicic,,IST Austria,,2015,,"Baruch College, CUNY",10.1007/BFb0021807,10.1007/3-540-58950-3_369,10.1007/3-540-46648-7_34,10.1007/978-3-642-11805-0_31,10.1007/BFb0021799,10.1007/3-540-58950-3_351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-27261-0_30,Drawing Graphs Using a Small Number of Obstacles,Josef Cibulka,Pavel Valtr,Martin Balko,Charles University,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021789,The effect of graph layout on inference from social network data,Cathleen McGrath,Jim Blythe,David Krackhardt,Carnegie Mellon University,10.1007/BFb0021794,1995,,,,,,,,,10.1007/978-3-540-24595-7_40,,10.1007/11618058_28,10.1007/3-540-63938-1_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021788,New lower bounds for orthogonal graph drawings,Therese C. Biedl,,,Rutgers University,10.1007/3-540-63938-1_51,1995,,,10.1007/3-540-58950-3_384,,,,,,10.1007/3-540-62495-3_44,,10.1007/978-3-642-11805-0_27,10.1007/BFb0021788,10.1007/3-540-62495-3_60,10.1007/3-540-63938-1_58,10.1007/3-540-63938-1_55,10.1007/3-540-46648-7_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021785,Universal 3-Dimensional visibility representations for graphs,Helmut Alt,Sue Whitesides,Michael Godau,Freie Universität Berlin,10.1007/978-3-642-00219-9_7,1995,,McGill University,10.1007/BFb0021807,10.1007/3-540-58950-3_369,10.1007/3-540-58950-3_367,10.1007/BFb0021799,,,10.1007/BFb0021807,,10.1007/3-540-62495-3_55,10.1007/3-540-37623-2_7,10.1007/3-540-46648-7_34,10.1007/BFb0021799,10.1007/3-540-63938-1_69,10.1007/978-3-540-24595-7_21,10.1007/3-540-37623-2_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021784,Quasi-planar graphs have a linear number of edges,János Pach,Richard Pollack,Boris Aronov,Duke University,10.1007/978-3-662-45803-7_17,1995,Pankaj K. Agarwal,New York University,,,,,,,10.1007/3-540-63938-1_63,Micha Sharir,10.1007/978-3-662-45803-7_16,10.1007/978-3-319-03841-4_9,10.1007/978-3-662-45803-7_5,10.1007/978-3-642-25878-7_26,10.1007/978-3-540-24595-7_8,,,,,,,,,,,Hungarian Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Aviv University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polytechnic University,"City College, CUNY",,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021787,Adocs: a drawing system for generic combinatorial structures,François Bertault,,,INRIA Lorraine,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021786,KGB a customizable graph browser,Hartmut Benz,,,University of Stuttgart,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_43,Drawing Graphs with Vertices at Specified Positions and Crossings at Large Angles,Joachim Spoerhase,Martin Fink,Tamara Mchedlidze,National Technical University of Athens,10.1007/978-3-642-25878-7_6,2011,Alexander Wolff,Universität Würzburg,10.1007/978-3-642-25878-7_6,,,,,,10.1007/978-3-319-03841-4_33,Jan Henrik Haunert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021792,An experimental comparison of force-directed and randomized graph drawing algorithms,Michael Himsolt,Franz J. Brandenburg,Christoph Rohrer,University of Passau,10.1007/3-540-44541-2_5,1995,,,,,,,,,10.1007/978-3-319-27261-0_5,,10.1007/978-3-642-25878-7_31,10.1007/978-3-540-31843-9_46,10.1007/978-3-642-00219-9_21,10.1007/978-3-540-24595-7_40,10.1007/978-3-540-24595-7_2,10.1007/978-3-642-36763-2_35,10.1007/978-3-642-18469-7_8,10.1007/3-540-62495-3_50,10.1007/3-540-37623-2_19,10.1007/3-540-44541-2_18,10.1007/978-3-642-36763-2_37,10.1007/3-540-37623-2_28,10.1007/978-3-540-31843-9_25,10.1007/3-540-62495-3_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_44,Viewport for Component Diagrams,Lukas Holy,Premek Brada,,University of West Bohemia,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021791,Optimal algorithms to embed trees in a point set,Prosenjit Bose,Michael McAllister,Jack Snoeyink,University of British Columbia,10.1007/978-3-642-25878-7_5,1995,,,10.1007/3-540-58950-3_386,,,,,,10.1007/978-3-540-77537-9_14,,10.1007/978-3-540-70904-6_31,10.1007/3-540-46648-7_17,10.1007/978-3-642-25878-7_6,10.1007/978-3-642-00219-9_35,10.1007/978-3-642-36763-2_25,10.1007/978-3-642-36763-2_26,10.1007/978-3-642-25878-7_38,10.1007/3-540-63938-1_47,10.1007/978-3-642-18469-7_3,10.1007/3-540-36151-0_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_41,Combining Problems on RAC Drawings and Simultaneous Graph Drawings,Michael Kaufmann,Michael A. Bekos,Antonios Symvonis,National Technical University of Athens,,2011,Evmorfia N. Argyriou,Universität Tübingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021794,Fast interactive 3-D graph visualization,Arne Frick,Ingo Bruß,,Universität Karlsruhe,10.1007/3-540-63938-1_70,1995,,,10.1007/BFb0021789,10.1007/BFb0021823,10.1007/3-540-58950-3_351,,,,10.1007/3-540-37623-2_16,,10.1007/3-540-37623-2_7,10.1007/3-540-36151-0_20,10.1007/3-540-36151-0_5,10.1007/3-540-62495-3_47,10.1007/3-540-62495-3_48,10.1007/3-540-36151-0_14,10.1007/3-540-44541-2_20,10.1007/3-540-44541-2_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-25878-7_42,The Open Graph Archive: A Community-Driven Effort,Karsten Klein,Miro Spönemann,Franz Josef Brandenburg,Monash University,,2011,Philip Effinger,University of Passau,10.1007/3-540-62495-3_39,,,,,,,Matthias Stegmaier,,,,,,,,,,,,,,,,University of Copenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Wybrow,Carsten Gutwenger,Technische Universität Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian-Albrechts-Universität zu Kiel,Universität Tübingen,,Jyrki Katajainen,,Christian Bachmaier,,,,,,,,,,,,,,,,,,,,,
10.1007/BFb0021793,On the complexity of recognizing intersection and touching graphs of disks,David G. Kirkpatrick,Heinz Breu,,University of British Columbia,10.1007/3-540-63938-1_81,1995,,,,,,,,,10.1007/3-540-62495-3_53,,10.1007/978-3-662-45803-7_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
